タイムスタンプ,02　新規登録ですか、修正依頼ですか,03　店舗名（正式名称）＜公開＞,04-1　店舗住所・区名＜公開＞,04-2　店舗住所・区以降＜公開＞,04-3　店舗住所・建物名称など＜公開＞,04-4　【任意】店舗の正確な位置（緯度・経度）が分かる方は入力をお願いします＜公開＞,05　店舗の電話番号（ハイフンなし）＜公開＞,06　最寄り駅＜公開＞,07　提供の条件（提供時間・曜日）＜公開＞,08　定休日＜公開＞,09　店舗　ウェブサイトURL＜公開＞,10　店舗　SNS＜公開＞,11　料理のジャンル＜公開＞,12　テイクアウト（持ち帰り）はできますか＜公開＞,13-1　デリバリー（宅配・出前）はできますか＜公開＞,13-2　デリバリー（宅配・出前）の配達・配送料＜公開＞,14　店舗からのメッセージ＜公開＞,15-1a　【メニュー１】メニュー名＜公開＞,15-1b　【メニュー１】税込価格＜公開＞,15-2a　【メニュー２】メニュー名＜公開＞,15-2b　【メニュー２】税込価格＜公開＞,15-3a　【メニュー３】メニュー名＜公開＞,15-3b　【メニュー３】税込価格＜公開＞,15-4　【メニュー4以降】メニュー名、税込価格＜公開＞,店舗ID,,,,,
4/25/2020 14:32:53,新規登録,地獄の担担麺　天竜　トツカーナモール店,戸塚区,戸塚町１６－１,トツカーナモール１F,,0453923200,戸塚駅,平日11：00－20：00（15：00－17：00休憩）　土曜11：00－16：00,日曜日,,https://m.facebook.com/.totsukatenryu/.,ラーメン（担担麺専門店）,はい,いいえ,,戸塚駅西口に隣接しているトツカーナモール１階で営業しています地獄の担担麺天竜トツカーナモール店です。辛いものがお好きな方は是非！！,地獄の炙りチーズリゾット,850,地獄のつけ麺,820,ルーロー飯,350,,158,,,,,
4/25/2020 14:47:19,新規登録,オリエンタルカフェ　バニアンツリー,戸塚区,戸塚町１６－１,トツカーナモール１F,,0453926603,戸塚駅,,月曜日,http://www.banyan-cafe.biz/,https://www.facebook.com/.banyantree.totsuka/.,コーヒー　カフェメシ,はい,いいえ,,戸塚駅西口に隣接しているトツカーナモール１階で営業しています。落ち着いた空間の中でごゆっくりカフェメシやコーヒーをお楽しみ下さい。,バニアンオリジナル　オムライス,650,本格ガパオライス,750,６種の香味野菜と国産豚ひき肉のアジアン丼,750,"バニアン風　ルーロー飯　750円
スペシャル　タコライス　750円
２種のカレースペシャル　1,000円

※バニアンツリーは、現在休業中ですが、5/1（金）よりテイクアウトのみ販売を開始します。",159,,,,,
4/25/2020 15:32:09,修正依頼,元町　心心相印(しんしんしゃんいん),中区,元町3-145,汐汲坂ガーデン2F,,0456515988,石川町駅、元町中華街駅,"11時～14時営業
(その他の時間等、何なりとお気軽にご相談下さい)",火曜日,http://shinshinshanin.umaine.net/,http://shinshinshanin.umaine.net/,中華,はい,はい,"無料
(店舗周辺エリア、その他お気軽にご相談下さい)","頑張るお父さん・お母さんへ、
仕事に家事に、毎日お疲れ様です。忙しい毎日でも、プロがつくるおいしい料理で、家族の笑顔を増やしたいと、思っています！
有名店やホテル等で長年修行をし、33年間培った技術で創り出す、オーナーズシェフの
店「元町心心相印」
料理は中華街とは違い、本格香港広東料理をアレンジしたヌーベルシノワ(中華技法でフレンチ風盛付け)を愉しめるダイニング。
当店一番人気の、本場仕込みの大根餅は、通常メニューの半額、1枚100円(税込)となってますので、この機会に是非、ご賞味ください。
",シェフおまかせ日替わり丼(前日店HPに掲載致します),600,シェフおまかせ彩弁当,1000,本場仕込みの大根餅(一枚),100,"(シェフおまかせ日替わり丼)
例:
＊チキンのトマト煮込み丼
＊ピリ辛麻婆丼
＊サーモンのふんわり卵とじ丼
＊いかと鶏肉のチリソース丼
＊チキンと野菜のペッパーソース丼
＊桜海老とキノコの炒飯
＊いか入り天津丼
＊五目丼

(前日昼迄のご注文)
＊蟹肉入りふかひれスープ(一人前)1000
＊海の幸杏仁ふかひれスープ(一人前)1200
＊アンチョビレタス炒飯1400
＊蟹の卵入りレタス炒飯1400
＊海鮮餡掛け焼きそば1400
＊柔らかスペアリブと金時豆の紅麹煮込み2200
＊有頭海老の葱スパイシーソテー2200
＊国産和牛ハラミの蜂蜜ブラックペッパーソテー2600
＊海老とイタリアントマトのふんわり卵炒め1800
＊有琳鶏1600
＊若鶏の葱スパイシーソテー1600
＊青菜炒め1200

(丼、弁当、一品料理、全て注文時に、こちらのサイトを見たと、お知らせ頂いたお客様に、小鉢をお付け致しております！)",117,,,,,
4/25/2020 16:06:26,新規登録,すてーき大地,港南区,上大岡西1-6-1,ウィング上大岡地下一階,,0458487841,上大岡,テイクアウト11時～18時,不定休,,https://twitter.com/steak_daichi,お弁当,はい,いいえ,,ステーキ、焼肉、ハンバーグなどお肉専門のお弁当を販売中！カレーやシチューもお持ち帰り可能です。店内でお肉をさばいているのでお手頃価格で柔らかいお肉がお腹いっぱい食べられます！電話予約も受け付けますのでお気軽にお問い合わせください。,大地特製すてーき弁当,990,日替わり弁当,580,ビーフシチュー,550,,161,,,,,
4/25/2020 16:39:46,新規登録,やきとり たる平 みなとみらい店,西区,みなとみらい3-3-1,三菱重工横浜ビル2F,,0452256255,みなとみらい駅,デリバリーは22時まで、テイクアウトは22時まで,日曜日,,,やきとり、とり唐揚げ,はい,はい,5000円以上は配送料金無料、西区内限定,"限定企画！おうちたる平キャンペーン！国産若どりの炭火焼鳥、たる平名物 とり唐揚げタルタルソースをご自宅でご賞味ください。
デリバリーは西区内限定です。
",炭火焼鳥盛り合わせ（5本)                         ,1050,とり唐揚げタルタルソース,900,炭火串焼き盛り合わせ(5本),1500,ポテトサラダ、ぬか漬け、だし巻き玉子  他,162,,,,,
4/25/2020 18:04:02,新規登録,ROOMS101 by CHARMAN　(HOTEL LAFAYETTE 1F),西区,岡野1-16-4　,HOTEL LAFAYETTE　1F,,0456248488,横浜駅,デリバリー・テイクアウト　月曜日を除く（11：30～20：00）,"月曜日, 定休日なし",https://rooms101.owst.jp/,https://instagram.com/rooms101_charman?igshid=139m25csrhrfy,ピザ,はい,はい,店舗から歩いて行ける距離でしたら宅配可能です。,"「ホテルラファイエット」1Fの
@ROOMS_101
でテイクアウトやっております！お弁当、各種おつまみお持ち帰りできます。横浜周辺の配送もできますので、まずはお気軽に問い合わせください。TEL：045-624-8488
Urber Eatsからもご注文可能です。「ホテルラファイエット」で検索！

「オンラインパーティマーケット」
 https://tsurezure.theshop.jp/items/28091557 ",ROOMSオリジナルピラフ,1000,から揚げ弁当,600,チョリソーとハラペーニョのピザ,1200,"タコライス　1000　　
マヨコーンピザ1000　
佐久間カレー（ポーク800 or チキン900）　
ナチョス　680
ソーセージ盛り　880
フライドポテト　480
スモークサーモンのサラダカルパッチョ　800
から揚げ単品1個～　80",163,,,,,
4/25/2020 18:07:59,新規登録,ぱあらー泉六ッ川店,南区,六ッ川1-39,,,0457156336,弘明寺,11時～16時,不定休,,,洋食,はい,いいえ,,南太田店の支店になります。,ポラタ(ナポリタン),870,焼肉スパゲティー,950,エビピラフ,870,,164,,,,,
4/25/2020 18:32:16,新規登録,重慶飯店新館レストラン(ローズホテル横浜内1階),中区,山下町77番地,ローズホテル横浜内1階,"35.444199,139.646959",0456816885,元町中華街駅（みなとみらい線）,11:30～14:00(ラストオーダー)、17:30～19:00(ラストオーダー),定休日なし,http://www.rosehotelyokohama.com/,https://ja-jp.facebook.com/Chungking.Jukeihanten/,中華,はい,いいえ,,"重慶飯店は、四川料理の老舗として1959年に創業。
本場の伝統を受け継いだ味わい深い本格四川料理をご堪能下さい。",麻婆豆腐,1404,エビのチリソース(干焼蝦仁),2808,五目入りチャーハン(什錦炒飯),1080,"　エビの塩味炒め(2,808円)、エビのマヨネーズソース(2,808円)、エビの唐辛子炒め(2,808円)、ホタテの塩味炒め(3,456円)、ホタテのXO醤油炒め(3,456円)、モンゴイカの塩味炒め(2,376円)、モンゴイカのオイスターソース炒め(2,376円)、モンゴイカの唐辛子炒め(2,376円)、大海老・ホタテ・イカの塩味炒め(3,780円)、大海老・ホタテ・イカの唐辛子炒め(3,780円)、大海老・ホタテ・イカのXOソース炒め(3,780円)、鶏肉の唐辛子炒め(2,376円)、鶏肉のカシューナッツ炒め(2,376円)、黒酢 スブタ(2,268円)、豚バラ肉とキャベツの辛し味噌炒め(2,268円)、ザーサイと豚肉の細切り炒め(1,944円)、牛肉の細切りと三色ピーマンの炒め(2,592円)、牛肉と野菜の辛しニンニク炒め(2,592円)、五目うま煮(1,944円)、五目野菜の塩味炒め(1,728円)、五目野菜のオイスターソース炒め(1,728円)、五目野菜のニンニク炒め(1,728円)、茄子と挽き肉のニンニク辛し煮(1,728円)、海老と鶏肉入りXO醤チャーハン(1,188円)、蟹肉入りチャーハン(1,296円)、特製醤油風味 焼きそば(1,080円)、五目入り焼きビーフン(1,296円)",165,,,,,
4/25/2020 18:35:17,新規登録,The Hof Brau,中区,山下町25-1,上田ビル1階,,0456621106,日本大通り,平日テイクアウト11:30～14:30 ディナー17:00～19:00 土日11：30～19:00,定休日なし,,https://www.instagram.com/thehofbrauyokohama,洋食,はい,いいえ,,"1947年創業の当店は、「古き良き時代の港町ヨコハマ」を感じて頂ける洋食店でございます。
昔から横浜の方々、横浜港に寄港する外国船の船客、船員に愛され支持され、今年で創業73周年。
これからも、皆様に愛され続けていただけるお店つくりに精進してまいります。",ホフブロウ特選洋食セット,1500,特選ビーフシチュー,1200,スパピザ　ハーフ&ハーフ,,,166,,,,,
4/25/2020 18:37:58,新規登録,パン工房　なちゅ～るロール,旭区,四季美台22-6,,,0454426400,鶴ヶ峰駅,8時から19時まで（完売しましたら閉店致します。）,月曜日,,,パン,はい,いいえ,,"柔らかくて優しいパンを心を込めて、販売しております。
是非、美味しいパンを食べて笑顔になってください。",お食事パン,345,惣菜パン,216,お菓子パン,216,焼き調理パン　216円,167,,,,,
4/25/2020 18:46:33,新規登録,宮崎料理どんげね,神奈川区,二ッ谷町6-1,東神奈川共同ビル1階,,0457772313,東神奈川,"ランチタイム　12:00～13:30
夜　テイクアウトのみ　16:00～20:00（予約受付14:00～18:00）",日曜日,https://tabelog.com/kanagawa/A1401/A140212/14029484/,https://m.facebook.com/pages/category/Chicken-Joint/どんげね-233606883433971/,和食,はい,いいえ,,,親子丼,900,チキン南蛮弁当,900,きなこ豚ロースカツ弁当,1000,"唐揚げ弁当　800円
チキンカツ弁当　800円
きなこ豚ロース生姜焼き弁当　900円",168,,,,,
4/25/2020 19:15:12,新規登録,リストランテ　アフラテッロ,泉区,和泉町6216-3,,,0458018187,いずみ野駅,,月曜日,,,洋食,はい,いいえ,,"熱々のパスタや焼きたてのピザをご用意しております。どのメニューもとても美味しくご予約もできます。
スタッフ一同ご来店をお待ちしております",パスタ,,ピザ,,手作りパン厚切りガーリックトースト,,,169,,,,,
4/25/2020 19:32:24,修正依頼,リストランテ　アフラテッロ,泉区,和泉町6216-3,,,,いずみ野駅,,月曜日,,,洋食,はい,いいえ,,熱々のパスタや焼きたてのピザで地元に愛されもうすぐ20年,パスタ,,ピザ,,手作りの厚切りガーリックトースト,,,169,,,,,
4/25/2020 20:08:22,新規登録,レストラン　フィオーレ,戸塚区,品濃町521‐2,ルミエール２０１,,0454897075,東戸塚,テイクアウトのみです　１１：００～２０：００,水曜日,http://www9.plala.or.jp/fiore-/,,洋食,はい,いいえ,,オーダー頂いてから　生地から伸ばす　ピザはテイクアウトに最適です。,ピザ各種　,1000,オードブル盛り合わせ,1000,生パスタ　テイクアウト,800,,171,,,,,
4/25/2020 20:24:33,新規登録,宮崎料理どんげね,神奈川区,二ツ谷町6-1,東神奈川共同ビル1階,,,東神奈川,,日曜日,,,和食,はい,いいえ,,,,,,,,,"＊単品メニュー＊
もも焼き 900円
せせり焼き 900円
チキン南蛮 850円
手羽唐揚げ 700円
もも唐揚げ 750円
もも肉チキンカツ700円
ロースカツ 1000円",172,,,,,
4/25/2020 21:45:28,新規登録,食事処　門前,鶴見区,鶴見中央1-17-7,POWERHOUSE /TC  1F,,0455035232,鶴見駅,,火曜日,,,お弁当,はい,いいえ,,"昭和63年創業以来変わらぬ手作り大判餃子、冷凍生餃子をお持ち帰りできます！
定番のチャーハンやヤキソバ、オリジナルのカレーライスなど、ぜひテイクアウトでお店の味をご家庭で！
",海鮮丼,900,ロース肉のしょうが焼き弁当,900,チキン味噌カツ弁当,800,おまかせおかずセット1000円,173,,,,,
4/25/2020 21:54:58,新規登録,湯島寿司,都筑区,東山田町867,,,0455900317,東山田駅,"平日、祝土日問わず
デリバリー、出前、テイクアウト
11:30～20:00頃まで

ランチ出前
11:30～14:00

電話受付
10:15～22:00頃まで

ランチ電話受付
10:15～13:30

TEL
045-590-0317
",水曜日,https://www.navida.ne.jp/snavi/100811_1.html,https://twitter.com/yushima_sushi?s=09,寿司,はい,はい,配送料なし,"お寿司(ランチも可)、お刺身、
揚げ物、おつまみ、お弁当など
1人前～ご用意出来ます。

特にランチはお得な価格になってます！

Twitterからも配信してますので
是非見てみてください！

PayPay使えます！",ランチメニュー  にぎり1.5人前,1944,ランチメニュー  穴子丼,1296,極上にぎり,4320,"その他ランチメニュー
にぎり  ￥1296
鉄火丼  ￥1080
ミニ丼   ￥1944

通常メニュー
特選にぎり  ￥3024
特上にぎり  ￥2160
上にぎり      ￥1728

極上ちらし ￥4320
特上ちらし ￥2592
上ちらし     ￥1728

特選にぎり盛り合わせ(2～3人前)
￥6480
にぎり盛り合わせ(3～4人前)
￥6264

巻物(3本)
穴子巻￥2268
ネギトロ巻￥2268
鉄火巻      ￥1296
太巻  ￥864
かっぱ巻   ￥648
お新香巻  ￥648
のり巻      ￥648
納豆巻   ￥648

丼もの
鉄火丼(トロ)￥4536
鉄火丼(トロ、赤身)￥2808
鉄火丼(赤身)￥1890
ネギトロ丼￥3024
穴子丼￥3024

揚げ物
タコ唐揚げ  ￥864
げそ唐揚げ  ￥540
あん肝    ￥1080

海鮮サラダ  ￥1296

お刺身
お刺身盛り合わせ  ￥6480
お刺身約1人前  ￥2160",174,,,,,
